AIS Id	Ordnung	AIS Code	ISS BodyRegion DE	Label DE					
1094	04.01.06.01	440602.2	3: Thorax	Kontusion, Hämatom					
1095	04.01.06.02	440606.3	3: Thorax	"Verletzung &le; 10cm"					
1096	04.01.06.03	440608.4	3: Thorax	"Verletzung >10cm; Ruptur mit Herniation"					
1516	04.01.07			Thymusdrüse					
1517	04.01.07.01	442502.2	3: Thorax	Thymusdrüse					
1097	04.02			Knöcherne Verletzungen, Thorax					
1098	04.02.01			Rippen					
1099	04.02.01.01	450200.1	3: Thorax	Fraktur, 1 Rippe					
1100	04.02.01.02	450202.2	3: Thorax	Fraktur, 2 Rippen					
1101	04.02.01.03	450203.3	3: Thorax	"Fraktur, &#8805; 3 Rippen"					
1102	04.02.01.04	450211.3	3: Thorax	Mehrfragmentfrakturen von 3-5 Rippen (instabiler Thorax), unilateral					
1103	04.02.01.05	450213.4	3: Thorax	Mehrfragmentfrakturen von > 5 Rippen (instabiler Thorax), unilateral					
1104	04.02.01.06	450214.5	3: Thorax	Mehrfragmentfrakturen (instabiler Thorax), beidseitig					
1105	04.02.02			Sternum					
1106	04.02.02.01	450802.1	3: Thorax	Kontusion					
1107	04.02.02.02	450804.2	3: Thorax	Fraktur					
1108	04.02.03			Thoraxwand					
1109	04.02.03.01	451021.4	3: Thorax	"Thoraxwandverletzung &le; 15% (einschl. Brustkorb)"					
1110	04.02.03.02	451022.5	3: Thorax	Thoraxwandverletzung > 15% (einschl. Brustkorb)					
1111	04.03			Weichteilverletzungen, Thorax					
1112	04.03.01	410099.1	6: Weichteile	Weichteilverletzung					
1113	04.03.02	410604.2	6: Weichteile	große Weichteilverletzung (> 20cm lang)					
1114	04.03.03	410606.3	6: Weichteile	massive Weichteilverletzung mit Blutverlust > 20% des Blutvolumens					
1115	04.04			Gefäße, Thorax					
1116	04.04.01			Aorta					
1117	04.04.01.01	420202.4	3: Thorax	"Aorta, Verletzung, Intimaschaden, Teilruptur; Blutverlust &le; 20% des Blutvolumens"					
1118	04.04.01.02	420210.5	3: Thorax	Aorta, Ruptur, Abriss, mit Blutverlust > 20% des Blutvolumens					
1119	04.04.01.03	420218.6	3: Thorax	"Aorta, massiv; relevante Blutung nicht auf das Mediastinum beschränkt"					
1120	04.04.02			A. pulmonalis					
1121	04.04.02.01	421004.3	3: Thorax	"A. pulmonalis, Verletzung, Intimaschaden, Teilruptur; Blutverlust &le; 20% des Blutvolumens"					
1122	04.04.02.02	421008.5	3: Thorax	"A. pulmonalis; Ruptur, Abriss, mit Blutverlust > 20% des Blutvolumens"					
1123	04.04.02.03	421009.6	3: Thorax	"A. pulmonalis; beidseits schwer"					
1124	04.04.03			A. subclavia oder A. brachiocephalus					
1125	04.04.03.01	421404.3	3: Thorax	"Verletzung, Intimaschaden, Teilruptur; Blutverlust < 20% des Blutvolumens"					
1126	04.04.03.02	421408.4	3: Thorax	Ruptur, Abriss, mit Blutverlust > 20% des Blutvolumens					
1127	04.04.04			Andere arterielle Gefäße, Thorax					
1128	04.04.04.01	420800.5	3: Thorax	"Koronararterien, Verletzung; Verschluss"					
1129	04.04.04.02	422004.2	3: Thorax	"andere Arterien; Intimaläsion; Teilruptur"					
1130	04.04.04.03	422008.3	3: Thorax	andere Arterien, Ruptur, Abriss, mit Blutverlust > 20% des Blutvolumens					
1131	04.04.05			Große thorakale Venen (pulmonalis, cava, subclavia)					
1132	04.04.05.01	421204.3	3: Thorax	"Verletzung, Intimaschaden, Teilruptur; Blutverlust ≤ 20%  des Blutvolumens"					
1515	04.04.05.02	421606.4	3: Thorax	Abriss, mit Blutverlust > 20% des Blutvolumens					
1133	04.04.05.03	421206.5	3: Thorax	V. pulmonalis: Ruptur, Abriss, mit Blutverlust > 20% des Blutvolumens					
1134	04.04.05.04	421207.6	3: Thorax	V. pulmonalis: beidseits schwer					
1135	04.04.06			Andere venöse Gefäße, Thorax					
1136	04.04.06.01	422204.2	3: Thorax	"Intimaläsion; Teilruptur"					
1137	04.04.06.02	422206.3	3: Thorax	Ruptur, Abriss, mit Blutverlust > 20% des Blutvolumens					
1138	04.05			Nerven, Thorax					
1139	04.05.01	430499.1	3: Thorax	N. vagus - Verletzung					
1140	04.06			Penetrierende Verletzungen (Schuss, Stich), Thorax					
1141	04.06.01	416000.1	3: Thorax	oberflächliche penetrierende Thoraxverletzung					
1142	04.06.02	416004.2	3: Thorax	"penetrierende Verletzung mit Gewebeverlust > 100cm&sup2;"					
1143	04.06.03	416006.3	3: Thorax	penetrierende Verletzung mit Blutverlust > 20% des Blutvolumens					
1144	05			Abdomen					
1145	05.01			Innere Organe					
1146	05.01.01			Magen					
1147	05.01.01.01	544410.2	4: Abdomen	Kontusion, Hämatom, Verletzung ohne Perforation (OIS I)					
1148	05.01.01.02	544424.3	4: Abdomen	Magenperforation (OIS II, III)					
1149	05.01.01.03	544426.4	4: Abdomen	"komplexe Verletzung; Ruptur, Devascularisation (OIS IV, V)"					
1150	05.01.01.04	544414.3	4: Abdomen	"Verätzungen; Nekrosen"					
1151	05.01.02			Duodenum					
1152	05.01.02.01	541010.2	4: Abdomen	Kontusion, Hämatom, Einriss (< 50% vom Umfang) OIS I-II)					
1153	05.01.02.02	541023.3	4: Abdomen	"Einriss; Teilruptur (50-75%) (OIS III)"					
1154	05.01.02.03	541024.4	4: Abdomen	"Einriss; Teilruptur (> 75%) oder distal vom Gallengang (OIS IV)"					
1155	05.01.02.04	541028.5	4: Abdomen	"massive, komplexe Verletzung, vollständige Ruptur; Devascularisation; mit Gewebeverlust (OIS V)"					
1156	05.01.03			Jejunum / Ileum					
1157	05.01.03.01	541410.2	4: Abdomen	"Kontusion, Hämatom, Einriss (&le; 50% vom Umfang), keine Perforation (OIS I-II)"					
1158	05.01.03.02	541424.3	4: Abdomen	"Einriss; Teilruptur (> 50%); mehrere Verletzungen (OIS III)"					
1159	05.01.03.03	541426.4	4: Abdomen	"massive, komplexe Verletzung, vollständige Ruptur; langstreckige Devascularisation; mit Gewebeverlust (OIS IV-V)"					
1160	05.01.04			Colon					
1161	05.01.04.01	540810.2	4: Abdomen	"Kontusion, Hämatom, Einriss (&le; 50% vom Umfang), keine Perforation (OIS I-II)"					
1162	05.01.04.02	540824.3	4: Abdomen	"Perforation Einriss (> 50%); mehrere Verletzungen (OIS III)"					
1163	05.01.04.03	540826.4	4: Abdomen	"massive, komplexe Verletzung, vollständige Ruptur; langstreckige Devascularisation; mit Gewebeverlust (OIS IV-V)"					
1164	05.01.05			Anus / Rectum					
1165	05.01.05.01	540410.1	4: Abdomen	Anus: Kontusion, Hämatom					
1166	05.01.05.02	540420.2	4: Abdomen	Anus: Verletzung ohne Perforation					
1167	05.01.05.03	540424.3	4: Abdomen	Anus: Perforation					
1168	05.01.05.04	540426.4	4: Abdomen	"Anus: massive, komplexe Verletzung; Ruptur; mit Gewebeverlust"					
1169	05.01.05.05	543610.2	4: Abdomen	"Rektum: Kontusion; Hämatom; Verletzung ohne Perforation (&le; 50% vom Umfang) (OIS I-II)"					
1170	05.01.05.06	543624.3	4: Abdomen	"Rektum: Perforation; Verletzung > 50% vom Umfang (OIS III)"					
1171	05.01.05.07	543625.4	4: Abdomen	Rektum: Verletzung mit Ausdehnung ins Perineum (OIS IV)					
1172	05.01.05.08	543626.5	4: Abdomen	"Rektum: massive, komplexe Verletzung; Ruptur; mit Gewebeverlust; Devaskularisation (OIS V)"					
1173	05.01.06			Leber					
1174	05.01.06.01	541810.2	4: Abdomen	Kontusion, Hämatom					
1175	05.01.06.02	541822.2	4: Abdomen	"oberflächliche Verletzungen (< 3cm tief, < 10cm lang), Blutverlust &le; 20% des Blutvolumens (OIS II)"					
1176	05.01.06.03	541824.3	4: Abdomen	"Verletzung &ge; 3cm tief, oder Beteiligung des Gallenganges, oder Blutverlust > 20% des Blutvolumens, oder massive Kontusion (> 50%) (OIS III)"					
1177	05.01.06.04	541826.4	4: Abdomen	"multiple Verletzungen &ge; 3cm tief; Parenchym-Zerstörung &le; 75% der Leber (OIS IV)"					
1178	05.01.06.05	541828.5	4: Abdomen	"massive, komplexe Parenchym-Zerstörung > 75%; mehr als 3 Segmente eines Lappens; Beteiligung retrohepatischer V. cava / zentraler Lebervenen; (OIS V)"					
1179	05.01.06.06	541830.6	4: Abdomen	Leberabriss, komplette Devaskularisation (OIS VI)					
1180	05.01.07			Gallenblase (incl. der Gallengänge)					
1181	05.01.07.01	541220.2	4: Abdomen	"Kontusion; Hämatom; oberflächliche Verletzung"					
1182	05.01.07.02	541224.3	4: Abdomen	"massive Verletzung; Ruptur; Perforation; mit Gewebeverlust; Gallengangsverletzung/ -durchtrennung"					
1183	05.01.07.03	541226.4	4: Abdomen	massive Verletzung mit Verletzung des Ductus hepaticus / intrahepatischer Gallengänge					
1184	05.01.08			Milz					
1185	05.01.08.01	544210.2	4: Abdomen	Kontusion, Hämatom, (OIS I-II)					
1186	05.01.08.02	544214.3	4: Abdomen	Kontusion > 50% der Oberfläche betreffend / Hämatom > 5cm Durchmesser (OIS III)					
1187	05.01.08.03	544222.2	4: Abdomen	Verletzung, oberflächlich, < 3cm tief (OIS (I-II)					
1188	05.01.08.04	544224.3	4: Abdomen	"Verletzung, mäßig, &ge; 3cm tief, ohne Hilusbeteiligung; < 25% der Milz betreffend (OIS III)"					
1189	05.01.08.05	544226.4	4: Abdomen	"Verletzung, schwer, ohne Hilusbeteiligung; teilweise Davaskularisation (OIS IV)"					
1190	05.01.08.06	544228.5	4: Abdomen	"Verletzung, massiv; Gewebeverlust; Hilus-Abriss; vollst. Devaskularisation (OIS V)"					
1191	05.01.09			Pankreas					
1192	05.01.09.01	542810.2	4: Abdomen	Kontusion, Hämatom, (OIS I)					
1193	05.01.09.02	542814.3	4: Abdomen	Kontusion, großflächig, incl. Gang (OIS II)					
1194	05.01.09.03	542822.2	4: Abdomen	Verletzung, oberflächlich, ohne Gang oder größere Gefäßbeteiligung (OIS I-II)					
1195	05.01.09.04	542824.3	4: Abdomen	"Verletzung, mäßig, mit Gang- oder Gefäßbeteiligung; distale Durchtrennung (OIS III)"					
1196	05.01.09.05	542828.4	4: Abdomen	"Verletzung, schwer, multiple Verletzungen, Ampulle involviert; proximale Durchtrennung (OIS IV)"					
1197	05.01.09.06	542832.5	4: Abdomen	"Verletzung, massiv; komplex; Gewebeverlust; massive Pankreaskopfverletzung (OIS V)"					
1198	05.01.10			Niere / Nebenniere					
1504	05.01.10.01	540299.1	4: Abdomen	Nebenniere					
1199	05.01.10.02	541610.2	4: Abdomen	"Kontusion, Hämatom, nicht ausdehnend; begrenzt auf Nieren- Retroperitoneum; gering; oberflächlich (OIS I-II)"					
1200	05.01.10.03	541614.3	4: Abdomen	"Kontusion / Hämatom, ausgedehnt, > 50% der Oberfläche betreffend; schwerwiegend; groß (OIS III)"					
1201	05.01.10.04	541622.2	4: Abdomen	"Verletzung der Nierenrinde, oberflächlich, &le; 1cm tief, kein Urinaustritt (OIS (I-II)"					
1202	05.01.10.05	541624.3	4: Abdomen	Verletzung der Nierenrinde, mäßig, > 1cm tief, kein Urinaustritt (OIS III)					
1203	05.01.10.06	541626.4	4: Abdomen	"Verletzung, schwer, Ausdehnung durch Nierenrinde, Medulla und Sammelsystem; Haupt-Nieren-Blutgefäß Verletzung mit abgegrenzter Blutung; schwerwiegend (OIS IV)"					
1204	05.01.10.07	541628.5	4: Abdomen	"Verletzung, massiv; Gewebeverlust; Hilum-Abriss; Zerstörung der Niere und des Gefäßsystems (OIS V)"					
1205	05.01.11			Blase und Harnleiter					
1206	05.01.11.01	540610.2	4: Abdomen	"Harnblase: Kontusion; Hämatom"					
1207	05.01.11.02	540623.2	4: Abdomen	"Harnblase: Verletzungen &le; 2cm (OISI-II)"					
1208	05.01.11.03	540624.3	4: Abdomen	Harnblase: Verletzungen, schwer, > 2cm (OIS III-IV)					
1209	05.01.11.04	540626.4	4: Abdomen	Harnblase: Verletzung, massiv, komplex, mit Gewebeverlust (OIS V)					
1210	05.01.11.05	545020.2	4: Abdomen	Urethra/Harnleiter: Kontusion, Hämatom, Verletzungen (OIS I-IV)					
1211	05.01.11.06	545028.3	4: Abdomen	Urethra/Harnleiter: massive Verletzung mit Ruptur und Separation > 2cm (OIS V)					
1212	05.01.11.07	544820.2	4: Abdomen	Ureter: Kontusion, Hämatom, Verletzung ohne Perforation (OIS I-II)					
1213	05.01.11.08	544826.3	4: Abdomen	Ureter: Verletzung, schwer, massiv, mit Ruptur (OIS III-V)					
1214	05.01.12			Geschlechtsorgane					
1215	05.01.12.01			weibliche Geschlechtsorgane					
1216	05.01.12.01.01	542620.1	4: Abdomen	Ovar: Kontusion, Hämatom, oberflächliche Verletzung					
1217	05.01.12.01.02	542623.2	4: Abdomen	"Ovar: Verletzung, schwer, massiv, > 0,5cm tief; Abriss"					
1218	05.01.12.01.03	545210.1	4: Abdomen	Uterus: Kontusion, Hämatom					
1219	05.01.12.01.04	545220.2	4: Abdomen	"Uterus: Verletzung, oberflächlich, &le; 1cm tief (OIS II)"					
1220	05.01.12.01.05	545224.3	4: Abdomen	"Uterus: Verletzung, schwer, > 1cm tief, teilweise (&le;50%) Abriss der Placenta (OIS (III)"					
1221	05.01.12.01.06	545226.4	4: Abdomen	"Uterus: Verletzung, schwer, arterielle Gefäße betroffen; teilweise (>50%) Abriss der Placenta (OIS IV)"					
1222	05.01.12.01.07	545228.5	4: Abdomen	"Uterus: Verletzung, massiv, komplex, Ruptur; vollständige Abriss der Placenta (OIS V)"					
1223	05.01.12.01.08	545410.1	4: Abdomen	Vagina: Kontusion, Hämatom, oberflächliche Verletzung					
1224	05.01.12.01.09	545424.2	4: Abdomen	Vagina: Verletzung, tief, ins Fett-/Muskelgewebe reichend					
1225	05.01.12.01.10	545426.3	4: Abdomen	Vagina: Verletzung, massiv, komplex					
1226	05.01.12.01.11	545620.1	4: Abdomen	Vulva: Kontusion, Hämatom, oberflächliche Verletzung					
1227	05.01.12.01.12	545624.2	4: Abdomen	Vulva: Verletzung, tief, ins Fett-/Muskelgewebe reichend (OIS III)					
1228	05.01.12.01.13	545626.3	4: Abdomen	Vulva: Verletzung, massiv, komplex (OIS IV-V)					
1229	05.01.12.02			männliche Geschlechtsorgane					
1230	05.01.12.02.01	543020.1	4: Abdomen	Penis: Kontusion, Hämatom, oberflächliche Verletzung					
1231	05.01.12.02.02	543026.2	4: Abdomen	Penis: Verletzung, schwer, massiv, Amputation					
1232	05.01.12.02.03	543510.1	4: Abdomen	Prostata: Kontusion, Hämatom					
1233	05.01.12.02.04	543520.2	4: Abdomen	Prostata: Verletzung					
1234	05.01.12.02.05	543522.3	4: Abdomen	Prostata: Verletzung, Harnleiter mit betroffen					
1235	05.01.12.02.06	544020.1	4: Abdomen	Scrotum: Kontusion, Hämatom, Verletzung					
1236	05.01.12.02.07	544024.2	4: Abdomen	Scrotum: massive, komplexe Verletzung, Amputation					
1237	05.01.12.02.08	544620.1	4: Abdomen	Testes: Kontusion, Hämatom, oberflächliche Verletzung					
1238	05.01.12.02.09	544624.2	4: Abdomen	Testes: Verletzung, schwer, massiv, Amputation					
1239	05.01.13			Omentum / Mesenterium					
1240	05.01.13.01	542210.2	4: Abdomen	Omentum: Kontusion, Hämatom, Verletzung					
1241	05.01.13.02	542224.3	4: Abdomen	Omentum: schwere Verletzung mit Blutverlust > 20% des Blutvolumens					
1242	05.01.13.03	542010.2	4: Abdomen	Mesenterium: Kontusion, Hämatom, Verletzung					
1243	05.01.13.04	542024.3	4: Abdomen	Mesenterium: schwere Verletzung mit Blutverlust > 20% des Blutvolumens					
1244	05.01.13.05	542026.4	4: Abdomen	"Mesenterium: massive Verletzung; Abriss; mit Gewebeverlust"					
1245	05.02			Weichteilverletzungen, Abdomen					
1246	05.02.01	510099.1	6: Weichteile	Weichteilverletzung					
1247	05.02.02	510604.2	6: Weichteile	"große Weichteilverletzung (> 20cm lang oder > 100cm&sup2;)"					
1248	05.02.03	510606.3	6: Weichteile	massive Weichteilverletzung mit Blutverlust > 20% des Blutvolumens					
1249	05.02.04	510100.2	6: Weichteile	Ruptur der Bauchwand (Rectus abdominis)					
1250	05.03			Gefäße, Abdomen					
1251	05.03.01			Arterielle abdominelle Gefäße, Abdomen					
1252	05.03.01.01	520299.4	4: Abdomen	Aorta abdominalis					
1253	05.03.01.02	520208.5	4: Abdomen	Aorta abdominalis, mit Blutverlust > 20% des Blutvolumens					
1254	05.03.01.03	520499.3	4: Abdomen	Truncus coeliacus					
1255	05.03.01.04	520406.4	4: Abdomen	"Truncus coeliacus, Verletzung; Teilruptur"					
1256	05.03.01.05	520408.5	4: Abdomen	Truncus coeliacus, Ruptur oder mit Blutverlust > 20% des Blutvolumens					
1257	05.03.01.06	520699.3	4: Abdomen	A. iliaca (communis, interna, externa)					
1258	05.03.01.07	520698.4	4: Abdomen	A. iliaca (communis, interna, externa), beidseits, oder Ruptur, oder mit Blutverlust > 20% des Blutvolumens					
1259	05.03.01.08	521499.3	4: Abdomen	andere Arterien					
1260	05.03.01.09	521408.4	4: Abdomen	"andere Arterien; Ruptur oder mit Blutverlust > 20% des Blutvolumens"					
1261	05.03.02			Venöse Gefäße					
1262	05.03.02.01	521099.2	4: Abdomen	V. illiaca interna oder externa					
1263	05.03.02.02	520899.3	4: Abdomen	V. illiaca communis					
1264	05.03.02.03	520806.4	4: Abdomen	"V. illiaca communis; Ruptur oder mit Blutverlust > 20% des Blutvolumens"					
1265	05.03.02.04	521204.3	4: Abdomen	"V. cava inf.; gering; oberflächlich; Blutverlust < 20% des Volumens"					
1266	05.03.02.05	521206.4	4: Abdomen	"V. cava inf.; schwerwiegend; Einriss/Ruptur; Durchtrennung; segmentaler Verlust; Blutverlust > 20% des Blutvolumens"					
1267	05.03.02.06	521699.3	4: Abdomen	andere Venen					
1268	05.03.02.07	521606.4	4: Abdomen	"andere Venen; schwerwiegend; Einriss/Ruptur; Durchtrennung; segmentaler Verlust; Blutverlust > 20% des Blutvolumens"					
1269	05.03.03	543800.2	4: Abdomen	Retroperitonealhämatom					
1270	05.04			Nerven, Abdomen					
1271	05.04.01	530499.1	4: Abdomen	Vagus-Nerv					
1272	05.05			Penetrierende Verletzungen (Schuss, Stich), Abdomen					
1273	05.05.01	516000.1	4: Abdomen	penetrierende Abdominalverletzung					
1274	05.05.02	516004.2	4: Abdomen	große penetrierende Verletzung (> 100cm_)					
1275	05.05.03	516006.3	4: Abdomen	massive Verletzung mit Blutverlust > 20% des Blutvolumens					
1276	06			Wirbelsäule					
1277	06.01			Halswirbelsäule HWS					
1278	06.01.01			Plexus HWS					
1279	06.01.01.01	630299.2	1: Kopf / Hals	Plexus brachialis Verletzung, inkomplett					
1280	06.01.01.02	630220.3	1: Kopf / Hals	"Plexus brachialis Verletzung, komplett;"					
1281	06.01.01.03	630221.4	1: Kopf / Hals	Plexus brachialis Verletzung, komplett, bilateral					
1282	06.01.02			Rückenmarksverletzung HWS (mit oder ohne knöcherne Beteiligung)					
1514	06.01.02.01	630260.2	1: Kopf / Hals	Nervenwurzel					
1513	06.01.02.02	630208.3	1: Kopf / Hals	Nervenwurzel, multiple					
1283	06.01.02.03	640201.3	1: Kopf / Hals	Kontusion mit transientem neurolog. Defizit (Parästhesie)					
1284	06.01.02.04	640210.4	1: Kopf / Hals	Kontusion mit inkomplettem Querschnitt					
1285	06.01.02.05	640220.5	1: Kopf / Hals	"Kontusion mit komplettem Querschnitt (Tetraplegie; Paraplegie) bei C4 oder caudal"					
1286	06.01.02.06	640229.6	1: Kopf / Hals	"Kontusion mit komplettem Querschnitt (Tetraplegie; Paraplegie) bei C1-C3"					
1287	06.01.02.07	640240.5	1: Kopf / Hals	Verletzung (auch penetrierend) mit inkomplettem Querschnitt					
1288	06.01.02.08	640260.5	1: Kopf / Hals	"Verletzung (auch penetrierend) mit komplettem Querschnitt (Tetraplegie; Paraplegie) bei C4 oder caudal"					
1289	06.01.02.09	640269.6	1: Kopf / Hals	"Verletzung (auch penetrierend) mit komplettem Querschnitt (Tetraplegie; Paraplegie) bei C1-C3"					
1290	06.01.03			Knöcherne / ligamentäre Wirbelsäule HWS (ohne Rückenmarksverletzung)					
1291	06.01.03.01	640284.1	1: Kopf / Hals	"Ligamentäre Verletzung; Verstauchung (ohne Dislokation)"					
1503	06.01.03.03	650204.2	1: Kopf / Hals	Dislokation/Subluxation					
1293	06.01.03.04	650206.3	1: Kopf / Hals	Luxation atlanto-axial, atlanto-occipital oder Facettengelenk					
1295	06.01.03.06	650216.2	1: Kopf / Hals	Wirbelfraktur (ohne Beteiligung des Rückenmarks)					
1296	06.01.03.07	650234.3	1: Kopf / Hals	massive Kompressionsfraktur (> 20% der Höhe)					
1297	06.01.04			Bandscheibe HWS (ohne Fraktur und ohne Rückenmarksverletzung)					
1298	06.01.04.01	650299.2	1: Kopf / Hals	Verletzung					
1299	06.01.04.02	650202.2	1: Kopf / Hals	Prolaps, Vorfall					
1300	06.01.04.03	650205.3	1: Kopf / Hals	Prolaps, Vorfall mit Radiculopathie (Nervenwurzelschädigung)					
1301	06.02			Brustwirbelsäule BWS					
1302	06.02.01			Rückenmarksverletzung BWS (mit oder ohne knöcherne Beteiligung)					
1511	06.02.01.01	630499.2	3: Thorax	Nervenwurzel					
1512	06.02.01.02	630408.3	3: Thorax	Nervenwurzel, multiple					
1303	06.02.01.03	640400.3	3: Thorax	Kontusion mit transientem neurolog. Defizit (Parästhesie)					
1304	06.02.01.04	640410.4	3: Thorax	Kontusion mit inkomplettem Querschnitt					
1305	06.02.01.05	640420.5	3: Thorax	"Kontusion mit komplettem Querschnitt (Tetraplegie; Paraplegie)"					
1306	06.02.01.06	640440.5	3: Thorax	"Verletzung (auch penetrierend) mit inkomplettem Querschnitt (Tetraplegie; Paraplegie)"					
1307	06.02.01.07	640460.5	3: Thorax	"Verletzung (auch penetrierend) mit komplettem Querschnitt (Tetraplegie; Paraplegie)"					
1308	06.02.02			Knöcherne / ligamentäre Wirbelsäule BWS (ohne Rückenmarksverletzung)					
1309	06.02.02.01	640484.1	3: Thorax	"Ligamentäre Verletzung; Verstauchung (ohne Dislokation)"					
1311	06.02.02.03	650409.2	3: Thorax	Luxation, Facettengelenk					
1312	06.02.02.04	650412.3	3: Thorax	Luxation, Facettengelenk beidseits					
1313	06.02.02.05	650416.2	3: Thorax	Wirbelfraktur (ohne Beteiligung des Rückenmarks)					
1314	06.02.02.06	650434.3	3: Thorax	massive Kompressionsfraktur (> 20% der Höhe)					
1315	06.02.03			Bandscheibe BWS (ohne Fraktur und ohne Rückenmarksverletzung)					
1316	06.02.03.01	650499.2	3: Thorax	Verletzung					
1317	06.02.03.02	650404.2	3: Thorax	Prolaps, Vorfall					
1318	06.02.03.03	650405.3	3: Thorax	Prolaps, Vorfall mit Radiculopathie (Nervenwurzelschädigung)					
1319	06.03			Lendenwirbelsäule LWS					
1320	06.03.01			Rückenmarksverletzung LWS (mit oder ohne knöcherne Beteiligung)					
1509	06.03.01.01	630699.2	4: Abdomen	Nervenwurzel					
1510	06.03.01.02	630666.3	4: Abdomen	Nervenwurzel, multiple					
1321	06.03.01.03	640600.3	4: Abdomen	Kontusion mit transientem neurolog. Defizit (Parästhesie)					
1322	06.03.01.04	640610.4	4: Abdomen	Kontusion mit inkomplettem Querschnitt					
1323	06.03.01.05	640620.5	4: Abdomen	"Kontusion mit komplettem Querschnitt (Tetraplegie; Paraplegie)"					
1324	06.03.01.06	640640.5	4: Abdomen	"Verletzung (auch penetrierend) mit inkomplettem Querschnitt (Tetraplegie; Paraplegie)"					
1325	06.03.01.07	640660.5	4: Abdomen	"Verletzung (auch penetrierend) mit komplettem Querschnitt (Tetraplegie; Paraplegie)"					
1326	06.03.01.08	630600.3	4: Abdomen	Cauda equina Syndrom, transient / inkomplett					
1327	06.03.01.09	630630.4	4: Abdomen	Cauda equina Syndrom, komplett					
1328	06.03.02			knöcherne / ligamentäre Wirbelsäule LWS (ohne Rückenmarksverletzung)					
1329	06.03.02.01	640684.1	4: Abdomen	"Ligamentäre Verletzung; Verstauchung (ohne Dislokation)"					
1331	06.03.02.03	650609.2	4: Abdomen	Luxation, Facettengelenk					
1332	06.03.02.04	650612.3	4: Abdomen	Luxation, Facettengelenk beidseits					
1333	06.03.02.05	650616.2	4: Abdomen	Wirbelfraktur (ohne Beteiligung des Rückenmarks)					
1334	06.03.02.06	650634.3	4: Abdomen	massive Kompressionsfraktur (> 20% der Höhe)					
1335	06.03.03			Bandscheibe LWS (ohne Fraktur und ohne Rückenmarksverletzung)					
1336	06.03.03.01	650699.2	4: Abdomen	Verletzung					
1337	06.03.03.02	650604.2	4: Abdomen	Prolaps, Vorfall					
1338	06.03.03.03	650605.3	4: Abdomen	Prolaps, Vorfall mit Radiculopathie (Nervenwurzelschädigung)					
1339	07			Rechter/linker Arm					
1340	07.01			Knöcherne Verletzung/Fraktur, Arm					
1341	07.01.01	750500.2	"5: Extremit&auml;ten"	Clavikula					
1342	07.01.02	750900.2	"5: Extremit&auml;ten"	Scapula					
1343	07.01.03	751100.2	"5: Extremit&auml;ten"	Humerus					
1344	07.01.04	751272.3	"5: Extremit&auml;ten"	Humerus, offene Mehrfragment-Fraktur					
1345	07.01.05	752800.2	"5: Extremit&auml;ten"	Radius					
1346	07.01.06	752272.3	"5: Extremit&auml;ten"	Radius, offene Mehrfragment-Fraktur					
1347	07.01.07	753200.2	"5: Extremit&auml;ten"	Ulna					
1348	07.01.08	752274.3	"5: Extremit&auml;ten"	Ulna, offene Mehrfragment-Fraktur					
1349	07.01.09	752400.2	"5: Extremit&auml;ten"	Handwurzelknochen					
1350	07.01.10	752500.2	"5: Extremit&auml;ten"	Mittelhandknochen					
1351	07.01.11	752600.1	"5: Extremit&auml;ten"	Finger					
1352	07.02			Gelenke und Bänder, Arm					
1353	07.02.01	770799.1	"5: Extremit&auml;ten"	AC-, SC-Gelenk (Verstauchung, Subluxation)					
1354	07.02.02	770730.2	"5: Extremit&auml;ten"	AC-, SC-Gelenk, offen oder disloziert					
1355	07.02.03	771099.1	"5: Extremit&auml;ten"	Schulter glenohumeral (Verstauchung, Subluxation)					
1356	07.02.04	771030.2	"5: Extremit&auml;ten"	Schulter glenohumeral, offen oder disloziert					
1357	07.02.05	772099.1	"5: Extremit&auml;ten"	Ellenbogen					
1358	07.02.06	772499.1	"5: Extremit&auml;ten"	Handgelenk (Verstauchung, Subluxation)					
1359	07.02.07	772599.1	"5: Extremit&auml;ten"	Finger					
1360	07.02.08	740200.1	"5: Extremit&auml;ten"	Sehnen-/Band-/Muskelverletzungen					
1361	07.03			Amputationen, Arm					
1362	07.03.01	711001.4	"5: Extremit&auml;ten"	Ellenbogen bis Schulter					
1508	07.03.02	711010.5	"5: Extremit&auml;ten"	Ellenbogen bis Schulter, beidseits					
1363	07.03.03	711003.3	"5: Extremit&auml;ten"	unterhalb Ellenbogen bis Handgelenk					
1364	07.03.04	711004.2	"5: Extremit&auml;ten"	Hand, auch partiell, Daumen					
1365	07.03.05	711006.1	"5: Extremit&auml;ten"	ein oder mehrere Finger					
1366	07.04			Weichteilverletzungen, Arm					
1367	07.04.01	710099.1	6: Weichteile	kleinere Weichteilverletzungen					
1368	07.04.02	710604.2	6: Weichteile	"größere Weichteilverletzungen (tiefe Wunden >20 cm am Arm; >10 cm an der Hand)"					
1369	07.04.03	710606.3	6: Weichteile	größere Weichteilverletzungen mit Blutverlust > 20% des Blutvolumens					
1370	07.04.04	714000.2	"5: Extremit&auml;ten"	großflächige Hautablederungen (Decollement)					
1371	07.05			Gefäße, Arm					
1372	07.05.01	720299.2	"5: Extremit&auml;ten"	A. axillaris					
1373	07.05.02	720208.3	"5: Extremit&auml;ten"	A. axillaris (Ruptur oder Blutverlust > 20% des Blutvolumens)					
